N,X,Y,Z,Distance,Power (dBm),Phase (deg),Angle
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,4
1701.0,8.74819,-5.11356,2.5,17.6179,-96.561,154.776,4
1530.0,-2.75181,-6.11356,2.5,16.2982,-81.8255,-81.5144,4
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,4
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.822,44.9254,4
1828.0,-1.75181,-4.11356,2.5,14.1875,-76.3726,-80.3954,4
1218.0,-10.7518,-8.11356,2.5,20.9099,-138.374,-22.9996,4
1052.0,-19.7518,-9.11356,2.5,27.2668,-104.91,89.1553,4
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,5
2642.0,-1.75181,1.38644,2.5,8.73412,-77.1788,-139.448,5
2648.0,1.24819,1.38644,2.5,8.75259,-73.1938,38.9667,5
2654.0,4.24819,1.38644,2.5,9.74326,-78.3144,-79.9824,5
2573.0,0.748192,0.886438,2.5,9.17429,-75.6216,123.351,5
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,5
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,5
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,5
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,5
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,5
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,5
2235.0,-20.2518,-1.11356,2.5,22.8333,-101.383,-12.0168,5
2276.0,0.248192,-1.11356,2.5,11.1274,-73.8024,-25.6162,5
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,5
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,5
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,5
3167.0,1.74819,4.88644,2.5,5.51061,-70.9807,-109.443,5
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,5
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,5
3234.0,-1.75181,5.38644,2.5,4.8349,-69.0888,-68.4328,5
715.0,-3.25181,-11.6136,2.5,21.8134,-80.6282,33.6182,5
693.0,-14.2518,-11.6136,2.5,25.7224,-123.599,-132.99,5
613.0,-17.2518,-12.1136,2.5,27.86,-109.492,26.1518,5
917.0,-13.2518,-10.1136,2.5,23.9198,-103.902,56.4533,5
774.0,-10.7518,-11.1136,2.5,23.5564,-97.5309,122.557,5
853.0,-8.25181,-10.6136,2.5,22.0921,-100.304,48.4687,5
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,5
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,5
475.0,-12.2518,-13.1136,2.5,26.0182,-98.2955,142.086,5
478.0,-10.7518,-13.1136,2.5,25.3645,-100.517,161.205,5
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,5
1701.0,8.74819,-5.11356,2.5,17.6179,-95.7917,152.262,5
1530.0,-2.75181,-6.11356,2.5,16.2982,-80.423,-45.1322,5
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,5
1756.0,-0.751808,-4.61356,2.5,14.6204,-78.4235,65.0497,5
1828.0,-1.75181,-4.11356,2.5,14.1875,-80.0651,-78.221,5
1218.0,-10.7518,-8.11356,2.5,20.9099,-101.105,-31.8727,5
1052.0,-19.7518,-9.11356,2.5,27.2668,-104.924,81.7182,5
1052.0,-19.7518,-9.11356,2.5,27.2668,-104.924,81.7182,6
1218.0,-10.7518,-8.11356,2.5,20.9099,-138.374,-22.9996,6
1828.0,-1.75181,-4.11356,2.5,14.1875,-79.8418,-63.6106,6
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.9902,69.908,6
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,6
1530.0,-2.75181,-6.11356,2.5,16.2982,-78.0669,-53.3003,6
1701.0,8.74819,-5.11356,2.5,17.6179,-95.0111,150.966,6
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,6
478.0,-10.7518,-13.1136,2.5,25.3645,-100.517,161.205,6
475.0,-12.2518,-13.1136,2.5,26.0182,-98.2955,142.086,6
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,6
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,6
853.0,-8.25181,-10.6136,2.5,22.0921,-101.698,-66.7634,6
774.0,-10.7518,-11.1136,2.5,23.5564,-97.5309,122.557,6
917.0,-13.2518,-10.1136,2.5,23.9198,-103.902,56.4533,6
613.0,-17.2518,-12.1136,2.5,27.86,-109.492,26.1518,6
693.0,-14.2518,-11.6136,2.5,25.7224,-123.599,-132.99,6
715.0,-3.25181,-11.6136,2.5,21.8134,-79.9953,75.4429,6
3234.0,-1.75181,5.38644,2.5,4.8349,-68.9962,-66.9884,6
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,6
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,6
3167.0,1.74819,4.88644,2.5,5.51061,-69.7593,-106.879,6
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,6
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,6
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,6
2276.0,0.248192,-1.11356,2.5,11.1274,-74.9255,-21.3519,6
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,6
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,6
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,6
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,6
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,6
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,6
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,6
2573.0,0.748192,0.886438,2.5,9.17429,-76.216,115.295,6
2654.0,4.24819,1.38644,2.5,9.74326,-78.2954,-79.4433,6
2648.0,1.24819,1.38644,2.5,8.75259,-75.6368,42.4376,6
2642.0,-1.75181,1.38644,2.5,8.73412,-77.1034,-138.952,6
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,6
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,7
2642.0,-1.75181,1.38644,2.5,8.73412,-77.0432,-153.672,7
2648.0,1.24819,1.38644,2.5,8.75259,-73.716,47.1386,7
2654.0,4.24819,1.38644,2.5,9.74326,-76.8055,-92.6089,7
2573.0,0.748192,0.886438,2.5,9.17429,-75.7474,121.407,7
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,7
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,7
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,7
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,7
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,7
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,7
2235.0,-20.2518,-1.11356,2.5,22.8333,-104.426,-166.953,7
2276.0,0.248192,-1.11356,2.5,11.1274,-75.6831,-38.5915,7
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,7
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,7
3695.0,6.74819,8.38644,2.5,7.23605,-72.8033,-170.249,7
3167.0,1.74819,4.88644,2.5,5.51061,-71.053,-108.906,7
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,7
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,7
3234.0,-1.75181,5.38644,2.5,4.8349,-69.7794,-61.8772,7
715.0,-3.25181,-11.6136,2.5,21.8134,-82.2739,31.3931,7
693.0,-14.2518,-11.6136,2.5,25.7224,-123.599,-132.99,7
613.0,-17.2518,-12.1136,2.5,27.86,-112.088,24.8895,7
917.0,-13.2518,-10.1136,2.5,23.9198,-103.902,56.4533,7
774.0,-10.7518,-11.1136,2.5,23.5564,-97.5309,122.557,7
853.0,-8.25181,-10.6136,2.5,22.0921,-101.356,-17.2116,7
121.0,-4.25181,-15.6136,2.5,25.9158,-86.898,-152.656,7
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,7
475.0,-12.2518,-13.1136,2.5,26.0182,-98.2955,142.086,7
478.0,-10.7518,-13.1136,2.5,25.3645,-100.517,161.205,7
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,7
1701.0,8.74819,-5.11356,2.5,17.6179,-93.8202,151.968,7
1530.0,-2.75181,-6.11356,2.5,16.2982,-77.9752,-54.193,7
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,7
1756.0,-0.751808,-4.61356,2.5,14.6204,-77.6818,68.8743,7
1828.0,-1.75181,-4.11356,2.5,14.1875,-80.2126,-68.6013,7
1218.0,-10.7518,-8.11356,2.5,20.9099,-138.374,-22.9996,7
1052.0,-19.7518,-9.11356,2.5,27.2668,-102.393,101.102,7
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,8
2642.0,-1.75181,1.38644,2.5,8.73412,-74.7511,-141.746,8
2648.0,1.24819,1.38644,2.5,8.75259,-73.5394,46.5988,8
2654.0,4.24819,1.38644,2.5,9.74326,-76.1559,-72.299,8
2573.0,0.748192,0.886438,2.5,9.17429,-77.7584,134.685,8
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,8
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,8
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,8
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,8
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,8
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,8
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,8
2276.0,0.248192,-1.11356,2.5,11.1274,-74.7572,-21.0059,8
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,8
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,8
3695.0,6.74819,8.38644,2.5,7.23605,-71.5008,-173.127,8
3167.0,1.74819,4.88644,2.5,5.51061,-71.1947,-105.741,8
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,8
3234.0,-1.75181,5.38644,2.5,4.8349,-69.0873,-68.4094,8
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,8
715.0,-3.25181,-11.6136,2.5,21.8134,-83.4033,81.0587,8
693.0,-14.2518,-11.6136,2.5,25.7224,-123.599,-132.99,8
613.0,-17.2518,-12.1136,2.5,27.86,-107.466,75.8584,8
917.0,-13.2518,-10.1136,2.5,23.9198,-101.845,39.3978,8
774.0,-10.7518,-11.1136,2.5,23.5564,-97.5309,122.557,8
853.0,-8.25181,-10.6136,2.5,22.0921,-101.603,169.05,8
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7049,-133.548,8
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,8
475.0,-12.2518,-13.1136,2.5,26.0182,-98.2955,142.086,8
478.0,-10.7518,-13.1136,2.5,25.3645,-100.517,161.205,8
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,8
1701.0,8.74819,-5.11356,2.5,17.6179,-95.8275,166.864,8
1530.0,-2.75181,-6.11356,2.5,16.2982,-79.7623,-45.7446,8
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,8
1756.0,-0.751808,-4.61356,2.5,14.6204,-78.755,50.055,8
1828.0,-1.75181,-4.11356,2.5,14.1875,-78.25,-86.1727,8
1218.0,-10.7518,-8.11356,2.5,20.9099,-104.503,-6.29458,8
1052.0,-19.7518,-9.11356,2.5,27.2668,-104.924,81.7182,8
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,9
2642.0,-1.75181,1.38644,2.5,8.73412,-75.4623,-156.477,9
2648.0,1.24819,1.38644,2.5,8.75259,-74.9158,43.8658,9
2654.0,4.24819,1.38644,2.5,9.74326,-75.1547,-83.4778,9
2573.0,0.748192,0.886438,2.5,9.17429,-76.0778,115.298,9
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,9
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,9
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,9
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,9
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,9
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,9
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,9
2276.0,0.248192,-1.11356,2.5,11.1274,-73.3831,-28.05,9
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,9
3695.0,6.74819,8.38644,2.5,7.23605,-71.4909,-173.444,9
3167.0,1.74819,4.88644,2.5,5.51061,-70.7979,-110.292,9
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,9
3234.0,-1.75181,5.38644,2.5,4.8349,-69.4949,-70.2554,9
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,9
613.0,-17.2518,-12.1136,2.5,27.86,-109.492,26.1518,9
715.0,-3.25181,-11.6136,2.5,21.8134,-79.7514,47.2829,9
693.0,-14.2518,-11.6136,2.5,25.7224,-109.97,174.537,9
917.0,-13.2518,-10.1136,2.5,23.9198,-107.909,29.0813,9
774.0,-10.7518,-11.1136,2.5,23.5564,-97.5309,122.557,9
853.0,-8.25181,-10.6136,2.5,22.0921,-101.429,140.788,9
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,9
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,9
475.0,-12.2518,-13.1136,2.5,26.0182,-98.2955,142.086,9
478.0,-10.7518,-13.1136,2.5,25.3645,-100.517,161.205,9
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,9
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,9
1701.0,8.74819,-5.11356,2.5,17.6179,-93.6977,138.606,9
1530.0,-2.75181,-6.11356,2.5,16.2982,-83.0191,-74.345,9
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,9
1756.0,-0.751808,-4.61356,2.5,14.6204,-74.9731,58.5132,9
1828.0,-1.75181,-4.11356,2.5,14.1875,-76.3136,-64.4321,9
1218.0,-10.7518,-8.11356,2.5,20.9099,-102.042,-141.832,9
1052.0,-19.7518,-9.11356,2.5,27.2668,-104.924,81.7182,9
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,10
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9575,-154.743,10
2648.0,1.24819,1.38644,2.5,8.75259,-73.6122,32.0949,10
2654.0,4.24819,1.38644,2.5,9.74326,-75.1472,-82.8927,10
2573.0,0.748192,0.886438,2.5,9.17429,-77.7074,112.78,10
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,10
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,10
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,10
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,10
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,10
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,10
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,10
2276.0,0.248192,-1.11356,2.5,11.1274,-73.6536,-25.9168,10
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,10
3695.0,6.74819,8.38644,2.5,7.23605,-72.6525,-169.651,10
3167.0,1.74819,4.88644,2.5,5.51061,-69.8776,-103.319,10
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,10
3234.0,-1.75181,5.38644,2.5,4.8349,-69.0769,-68.2796,10
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,10
613.0,-17.2518,-12.1136,2.5,27.86,-103.52,44.8862,10
715.0,-3.25181,-11.6136,2.5,21.8134,-84.2826,23.6201,10
693.0,-14.2518,-11.6136,2.5,25.7224,-123.599,-132.99,10
917.0,-13.2518,-10.1136,2.5,23.9198,-103.902,56.4533,10
774.0,-10.7518,-11.1136,2.5,23.5564,-97.5309,122.557,10
853.0,-8.25181,-10.6136,2.5,22.0921,-102.713,-120.884,10
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,10
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,10
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,10
475.0,-12.2518,-13.1136,2.5,26.0182,-98.2955,142.086,10
478.0,-10.7518,-13.1136,2.5,25.3645,-100.517,161.205,10
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,10
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,10
1530.0,-2.75181,-6.11356,2.5,16.2982,-77.5403,-63.3501,10
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,10
1756.0,-0.751808,-4.61356,2.5,14.6204,-78.4144,49.7592,10
1828.0,-1.75181,-4.11356,2.5,14.1875,-78.1978,-86.1551,10
1218.0,-10.7518,-8.11356,2.5,20.9099,-138.374,-22.9996,10
1052.0,-19.7518,-9.11356,2.5,27.2668,-104.924,81.7182,10
1052.0,-19.7518,-9.11356,2.5,27.2668,-104.924,81.7182,11
1218.0,-10.7518,-8.11356,2.5,20.9099,-102.39,41.4135,11
1828.0,-1.75181,-4.11356,2.5,14.1875,-80.2125,-68.9754,11
1756.0,-0.751808,-4.61356,2.5,14.6204,-77.6813,68.8048,11
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,11
1530.0,-2.75181,-6.11356,2.5,16.2982,-82.1951,-79.9607,11
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,11
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,11
478.0,-10.7518,-13.1136,2.5,25.3645,-100.517,161.205,11
475.0,-12.2518,-13.1136,2.5,26.0182,-98.2955,142.086,11
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,11
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,11
853.0,-8.25181,-10.6136,2.5,22.0921,-101.346,87.4016,11
774.0,-10.7518,-11.1136,2.5,23.5564,-97.5309,122.557,11
917.0,-13.2518,-10.1136,2.5,23.9198,-103.472,68.9614,11
693.0,-14.2518,-11.6136,2.5,25.7224,-117.511,-13.9295,11
715.0,-3.25181,-11.6136,2.5,21.8134,-86.577,67.551,11
613.0,-17.2518,-12.1136,2.5,27.86,-109.492,26.1518,11
3234.0,-1.75181,5.38644,2.5,4.8349,-69.8016,-61.939,11
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,11
3167.0,1.74819,4.88644,2.5,5.51061,-70.1557,-110.302,11
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,11
3695.0,6.74819,8.38644,2.5,7.23605,-71.5195,-176.247,11
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,11
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,11
2276.0,0.248192,-1.11356,2.5,11.1274,-75.6825,-20.4601,11
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,11
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,11
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,11
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,11
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,11
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,11
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,11
2573.0,0.748192,0.886438,2.5,9.17429,-77.2809,111.021,11
2654.0,4.24819,1.38644,2.5,9.74326,-76.4412,-71.7974,11
2648.0,1.24819,1.38644,2.5,8.75259,-75.3567,39.5391,11
2642.0,-1.75181,1.38644,2.5,8.73412,-74.8526,-151.599,11
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,11
1052.0,-19.7518,-9.11356,2.5,27.2668,-104.924,81.7182,12
1218.0,-10.7518,-8.11356,2.5,20.9099,-103.778,-10.5552,12
1828.0,-1.75181,-4.11356,2.5,14.1875,-79.7667,-63.1363,12
1756.0,-0.751808,-4.61356,2.5,14.6204,-77.0318,69.4585,12
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,12
1530.0,-2.75181,-6.11356,2.5,16.2982,-81.5308,-46.454,12
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,12
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,12
478.0,-10.7518,-13.1136,2.5,25.3645,-100.517,161.205,12
475.0,-12.2518,-13.1136,2.5,26.0182,-98.2955,142.086,12
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,12
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,12
853.0,-8.25181,-10.6136,2.5,22.0921,-122.646,74.2905,12
774.0,-10.7518,-11.1136,2.5,23.5564,-98.4634,112.287,12
917.0,-13.2518,-10.1136,2.5,23.9198,-110.979,23.0497,12
613.0,-17.2518,-12.1136,2.5,27.86,-109.492,26.1518,12
693.0,-14.2518,-11.6136,2.5,25.7224,-123.599,-132.99,12
715.0,-3.25181,-11.6136,2.5,21.8134,-82.5036,89.3494,12
3234.0,-1.75181,5.38644,2.5,4.8349,-68.8979,-67.527,12
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,12
3167.0,1.74819,4.88644,2.5,5.51061,-70.2731,-110.595,12
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,12
3695.0,6.74819,8.38644,2.5,7.23605,-71.735,-178.449,12
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,12
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,12
2276.0,0.248192,-1.11356,2.5,11.1274,-74.376,-37.6442,12
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,12
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,12
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,12
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,12
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,12
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,12
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,12
2573.0,0.748192,0.886438,2.5,9.17429,-75.4567,125.445,12
2654.0,4.24819,1.38644,2.5,9.74326,-76.3352,-92.2233,12
2648.0,1.24819,1.38644,2.5,8.75259,-75.5612,43.214,12
2642.0,-1.75181,1.38644,2.5,8.73412,-76.1303,-136.391,12
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,12
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,13
2642.0,-1.75181,1.38644,2.5,8.73412,-74.8003,-151.098,13
2648.0,1.24819,1.38644,2.5,8.75259,-75.2938,35.0064,13
2654.0,4.24819,1.38644,2.5,9.74326,-78.3049,-84.1866,13
2573.0,0.748192,0.886438,2.5,9.17429,-78.9094,118.566,13
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,13
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,13
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,13
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,13
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,13
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,13
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,13
2276.0,0.248192,-1.11356,2.5,11.1274,-76.4647,-26.8635,13
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,13
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,13
3695.0,6.74819,8.38644,2.5,7.23605,-71.5638,-172.131,13
3167.0,1.74819,4.88644,2.5,5.51061,-69.7549,-105.598,13
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,13
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,13
3234.0,-1.75181,5.38644,2.5,4.8349,-69.2611,-68.6374,13
715.0,-3.25181,-11.6136,2.5,21.8134,-80.0861,75.1349,13
693.0,-14.2518,-11.6136,2.5,25.7224,-123.599,-132.99,13
613.0,-17.2518,-12.1136,2.5,27.86,-101.736,23.7704,13
917.0,-13.2518,-10.1136,2.5,23.9198,-103.399,9.64258,13
774.0,-10.7518,-11.1136,2.5,23.5564,-96.2713,112.433,13
853.0,-8.25181,-10.6136,2.5,22.0921,-101.715,86.8473,13
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,13
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,13
475.0,-12.2518,-13.1136,2.5,26.0182,-98.2955,142.086,13
478.0,-10.7518,-13.1136,2.5,25.3645,-100.517,161.205,13
258.0,-9.75181,-14.6136,2.5,26.3639,-100.164,-37.9399,13
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,13
1530.0,-2.75181,-6.11356,2.5,16.2982,-79.4848,-46.3922,13
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,13
1756.0,-0.751808,-4.61356,2.5,14.6204,-78.143,66.8745,13
1828.0,-1.75181,-4.11356,2.5,14.1875,-80.214,-75.0542,13
1218.0,-10.7518,-8.11356,2.5,20.9099,-105.452,3.19865,13
1052.0,-19.7518,-9.11356,2.5,27.2668,-104.924,81.7182,13
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,14
2642.0,-1.75181,1.38644,2.5,8.73412,-75.9897,-155.812,14
2648.0,1.24819,1.38644,2.5,8.75259,-73.0681,40.5923,14
2654.0,4.24819,1.38644,2.5,9.74326,-78.269,-85.0728,14
2573.0,0.748192,0.886438,2.5,9.17429,-76.9938,135.879,14
2902.0,-19.7518,3.38644,2.5,20.54,-250.0,0.0,14
2707.0,-6.25181,1.88644,2.5,10.0592,-76.4672,130.915,14
2018.0,-17.7518,-2.61356,2.5,21.5284,-250.0,0.0,14
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,14
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,14
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,14
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,14
2276.0,0.248192,-1.11356,2.5,11.1274,-75.2648,-21.488,14
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,14
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,14
3695.0,6.74819,8.38644,2.5,7.23605,-72.9152,-178.031,14
3167.0,1.74819,4.88644,2.5,5.51061,-71.1916,-106.294,14
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,14
3234.0,-1.75181,5.38644,2.5,4.8349,-68.9918,-65.5119,14
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,14
715.0,-3.25181,-11.6136,2.5,21.8134,-79.5906,70.7648,14
693.0,-14.2518,-11.6136,2.5,25.7224,-123.599,-132.99,14
613.0,-17.2518,-12.1136,2.5,27.86,-112.326,-79.1723,14
