N,X,Y,Angle,Power (dBm)
3632.0,-24.7518,8.38644,-152,-97.1753
3633.0,-24.2518,8.38644,-154,-99.8554
3634.0,-23.7518,8.38644,-153,-97.3384
3635.0,-23.2518,8.38644,-141,-98.1021
3636.0,-22.7518,8.38644,-140,-98.5765
3637.0,-22.2518,8.38644,-142,-98.0066
3638.0,-21.7518,8.38644,-140,-98.6585
3639.0,-21.2518,8.38644,-140,-99.5738
3640.0,-20.7518,8.38644,-129,-100.744
3641.0,-20.2518,8.38644,-129,-97.7767
3642.0,-19.7518,8.38644,-128,-95.5782
3643.0,-19.2518,8.38644,-131,-98.3733
3644.0,-18.7518,8.38644,-121,-96.3464
3645.0,-18.2518,8.38644,-119,-96.9712
3646.0,-17.7518,8.38644,-137,-97.2753
3647.0,-17.2518,8.38644,-134,-97.3667
3648.0,-16.7518,8.38644,-133,-98.879
3649.0,-16.2518,8.38644,-133,-95.7758
3650.0,-15.7518,8.38644,-136,-98.2612
3651.0,-15.2518,8.38644,-135,-94.7548
3652.0,-14.7518,8.38644,54,-74.5581
3653.0,-14.2518,8.38644,37,-78.9942
3654.0,-13.7518,8.38644,-132,-76.1793
3655.0,-13.2518,8.38644,-133,-79.3365
3656.0,-12.7518,8.38644,-136,-75.9664
3657.0,-12.2518,8.38644,-137,-75.266
3658.0,-11.7518,8.38644,-137,-77.5238
3659.0,-11.2518,8.38644,-138,-74.5257
3660.0,-10.7518,8.38644,-149,-74.4837
3661.0,-10.2518,8.38644,-146,-73.9621
3662.0,-9.75181,8.38644,-153,-73.2428
3663.0,-9.25181,8.38644,-150,-73.8496
3664.0,-8.75181,8.38644,-160,-73.6821
3665.0,-8.25181,8.38644,-149,-71.0081
3666.0,-7.75181,8.38644,-166,-73.1374
3667.0,-7.25181,8.38644,-164,-71.3928
3668.0,-6.75181,8.38644,-163,-70.5511
3669.0,-6.25181,8.38644,-8,-71.0992
3670.0,-5.75181,8.38644,-4,-69.6213
3671.0,-5.25181,8.38644,-168,-70.0554
3672.0,-4.75181,8.38644,-155,-68.4108
3673.0,-4.25181,8.38644,5,-68.647
3674.0,-3.75181,8.38644,-2,-66.6175
3675.0,-3.25181,8.38644,8,-65.4273
3676.0,-2.75181,8.38644,8,-64.4306
3677.0,-2.25181,8.38644,9,-63.7789
3678.0,-1.75181,8.38644,13,-62.112
3679.0,-1.25181,8.38644,2,-60.5892
3680.0,-0.751808,8.38644,0,-60.2532
3681.0,-0.251808,8.38644,8,-59.9414
3682.0,0.248192,8.38644,7,-59.8845
3683.0,0.748192,8.38644,-1,-61.4516
3684.0,1.24819,8.38644,1,-62.5137
3685.0,1.74819,8.38644,8,-64.2825
3686.0,2.24819,8.38644,8,-65.1048
3687.0,2.74819,8.38644,17,-65.6081
3688.0,3.24819,8.38644,8,-66.6118
3689.0,3.74819,8.38644,9,-67.8679
3690.0,4.24819,8.38644,3,-69.1843
3691.0,4.74819,8.38644,5,-69.5717
3692.0,5.24819,8.38644,-1,-70.8521
3693.0,5.74819,8.38644,22,-70.5538
3694.0,6.24819,8.38644,14,-70.7481
3695.0,6.74819,8.38644,9,-71.4909
3696.0,7.24819,8.38644,10,-71.7549
3697.0,7.74819,8.38644,14,-72.6589
3698.0,8.24819,8.38644,18,-76.2094
3699.0,8.74819,8.38644,20,-71.7759
3700.0,9.24819,8.38644,24,-72.9213
3701.0,-27.2518,8.88644,-170,-250.0
3702.0,-26.7518,8.88644,-153,-97.0349
3703.0,-26.2518,8.88644,-158,-101.259
3704.0,-25.7518,8.88644,-155,-96.825
3705.0,-25.2518,8.88644,-154,-96.3819
3706.0,-24.7518,8.88644,-147,-99.4876
3707.0,-24.2518,8.88644,-149,-96.7788
3708.0,-23.7518,8.88644,-150,-96.1943
3709.0,-23.2518,8.88644,-141,-97.7197
3710.0,-22.7518,8.88644,-141,-98.3645
3711.0,-22.2518,8.88644,-142,-98.6064
3712.0,-21.7518,8.88644,-142,-98.6934
3713.0,-21.2518,8.88644,-141,-98.3263
3714.0,-20.7518,8.88644,-141,-99.073
3715.0,-20.2518,8.88644,-129,-99.5125
3716.0,-19.7518,8.88644,-127,-100.278
3717.0,-19.2518,8.88644,-131,-100.798
3718.0,-18.7518,8.88644,-125,-98.6269
3719.0,-18.2518,8.88644,-120,-97.922
3720.0,-17.7518,8.88644,-132,-98.4358
3721.0,-17.2518,8.88644,-136,-98.3154
3722.0,-16.7518,8.88644,-136,-97.8542
3723.0,-16.2518,8.88644,-133,-95.198
3724.0,-15.7518,8.88644,-134,-96.0516
3725.0,-15.2518,8.88644,-133,-95.0769
3726.0,-14.7518,8.88644,41,-76.8026
3727.0,-14.2518,8.88644,-131,-73.6491
3728.0,-13.7518,8.88644,41,-77.2554
3729.0,-13.2518,8.88644,-133,-78.7072
3730.0,-12.7518,8.88644,-137,-78.5569
3731.0,-12.2518,8.88644,-135,-75.5173
3732.0,-11.7518,8.88644,-145,-74.3582
3733.0,-11.2518,8.88644,-144,-72.5167
3734.0,-10.7518,8.88644,-149,-74.3535
3735.0,-10.2518,8.88644,-146,-80.1501
3736.0,-9.75181,8.88644,-148,-74.8314
3737.0,-9.25181,8.88644,-149,-71.7654
3738.0,-8.75181,8.88644,-160,-76.4769
3739.0,-8.25181,8.88644,-155,-72.155
3740.0,-7.75181,8.88644,-149,-72.6514
3741.0,-7.25181,8.88644,-161,-73.4209
3742.0,-6.75181,8.88644,-170,-70.0134
3743.0,-6.25181,8.88644,-157,-71.6891
3744.0,-5.75181,8.88644,-168,-70.7375
3745.0,-5.25181,8.88644,-158,-68.8627
3746.0,-4.75181,8.88644,1,-68.3532
3747.0,-4.25181,8.88644,-6,-68.3152
3748.0,-3.75181,8.88644,-166,-66.4141
3749.0,-3.25181,8.88644,1,-65.9747
3750.0,-2.75181,8.88644,6,-64.5679
3751.0,-2.25181,8.88644,-164,-62.4929
3752.0,-1.75181,8.88644,-5,-60.9158
3753.0,-1.25181,8.88644,-164,-58.8207
3754.0,-0.751808,8.88644,-169,-57.2034
3755.0,-0.251808,8.88644,14,-56.705
3756.0,0.248192,8.88644,4,-57.4823
3757.0,0.748192,8.88644,8,-59.102
3758.0,1.24819,8.88644,-166,-61.0339
3759.0,1.74819,8.88644,6,-62.7345
3760.0,2.24819,8.88644,6,-64.0994
3761.0,2.74819,8.88644,-2,-65.8675
3762.0,3.24819,8.88644,6,-66.7673
3763.0,3.74819,8.88644,-8,-67.9403
3764.0,4.24819,8.88644,4,-69.2327
3765.0,4.74819,8.88644,0,-70.0819
3766.0,5.24819,8.88644,21,-70.7334
3767.0,5.74819,8.88644,7,-70.5092
3768.0,6.24819,8.88644,8,-71.4361
3769.0,6.74819,8.88644,17,-71.744
3770.0,7.24819,8.88644,10,-72.9265
3771.0,7.74819,8.88644,13,-72.1527
3772.0,8.24819,8.88644,17,-74.2554
3773.0,8.74819,8.88644,30,-73.7675
3774.0,9.24819,8.88644,27,-73.7254
3775.0,-27.2518,9.38644,-170,-250.0
3776.0,-26.7518,9.38644,-159,-96.7656
3777.0,-26.2518,9.38644,-149,-99.9552
3778.0,-25.7518,9.38644,-156,-96.2572
3779.0,-25.2518,9.38644,-154,-96.8416
3780.0,-24.7518,9.38644,-150,-98.8234
3781.0,-24.2518,9.38644,-151,-101.108
3782.0,-23.7518,9.38644,-156,-99.1127
3783.0,-23.2518,9.38644,-154,-97.673
3784.0,-22.7518,9.38644,-141,-99.1064
3785.0,-22.2518,9.38644,-140,-98.6215
3786.0,-21.7518,9.38644,-140,-98.2154
3787.0,-21.2518,9.38644,-142,-96.7224
3788.0,-20.7518,9.38644,-141,-98.8583
3789.0,-20.2518,9.38644,-141,-98.6513
3790.0,-19.7518,9.38644,-139,-102.048
3791.0,-19.2518,9.38644,-131,-101.916
3792.0,-18.7518,9.38644,-130,-99.5189
3793.0,-18.2518,9.38644,-126,-98.9137
3794.0,-17.7518,9.38644,-132,-98.1126
3795.0,-17.2518,9.38644,-132,-95.9329
3796.0,-16.7518,9.38644,-133,-96.0114
3797.0,-16.2518,9.38644,-133,-95.7149
3798.0,-15.7518,9.38644,-137,-95.5137
3799.0,-15.2518,9.38644,-129,-95.4799
3800.0,-14.7518,9.38644,-130,-74.2118
3801.0,-14.2518,9.38644,-132,-76.2223
3802.0,-13.7518,9.38644,-135,-76.2377
3803.0,-13.2518,9.38644,-136,-74.3662
3804.0,-12.7518,9.38644,-136,-74.4175
3805.0,-12.2518,9.38644,-143,-74.6541
3806.0,-11.7518,9.38644,-145,-73.0572
3807.0,-11.2518,9.38644,-149,-74.5377
3808.0,-10.7518,9.38644,-144,-72.0312
3809.0,-10.2518,9.38644,-140,-72.3968
3810.0,-9.75181,9.38644,-147,-72.9302
3811.0,-9.25181,9.38644,-157,-72.6551
3812.0,-8.75181,9.38644,-146,-70.7304
3813.0,-8.25181,9.38644,-154,-70.4264
3814.0,-7.75181,9.38644,-166,-69.967
3815.0,-7.25181,9.38644,-168,-70.769
3816.0,-6.75181,9.38644,-159,-71.035
3817.0,-6.25181,9.38644,-162,-71.6175
3818.0,-5.75181,9.38644,-3,-71.4084
3819.0,-5.25181,9.38644,-5,-69.2768
3820.0,-4.75181,9.38644,-165,-67.3533
3821.0,-4.25181,9.38644,-9,-67.7788
3822.0,-3.75181,9.38644,-166,-65.8772
3823.0,-3.25181,9.38644,-9,-65.5502
3824.0,-2.75181,9.38644,-170,-63.8073
3825.0,-2.25181,9.38644,9,-61.4276
3826.0,-1.75181,9.38644,-6,-59.3464
3827.0,-1.25181,9.38644,-169,-56.725
3828.0,-0.751808,9.38644,-1,-53.1515
3829.0,-0.251808,9.38644,-8,-51.5161
3830.0,0.248192,9.38644,-9,-54.1814
3831.0,0.748192,9.38644,-9,-57.1756
3832.0,1.24819,9.38644,-8,-59.7225
3833.0,1.74819,9.38644,-7,-61.9551
3834.0,2.24819,9.38644,2,-64.1293
3835.0,2.74819,9.38644,-9,-65.8571
3836.0,3.24819,9.38644,8,-66.0124
3837.0,3.74819,9.38644,-3,-67.9697
3838.0,4.24819,9.38644,18,-67.8347
3839.0,4.74819,9.38644,20,-69.5408
3840.0,5.24819,9.38644,0,-70.82
3841.0,5.74819,9.38644,14,-70.6329
3842.0,6.24819,9.38644,5,-70.7136
3843.0,6.74819,9.38644,6,-71.312
3844.0,7.24819,9.38644,11,-72.5628
3845.0,7.74819,9.38644,11,-73.8809
3846.0,8.24819,9.38644,23,-74.7453
3847.0,8.74819,9.38644,31,-74.7234
3848.0,9.24819,9.38644,28,-76.1684
3849.0,-27.2518,9.88644,-170,-250.0
3850.0,-26.7518,9.88644,-161,-99.508
3851.0,-26.2518,9.88644,-160,-98.069
3852.0,-25.7518,9.88644,-159,-98.0545
3853.0,-25.2518,9.88644,-158,-97.9561
3854.0,-24.7518,9.88644,-157,-97.8858
3855.0,-24.2518,9.88644,-157,-98.0089
3856.0,-23.7518,9.88644,-156,-98.1282
3857.0,-23.2518,9.88644,-153,-98.3825
3858.0,-22.7518,9.88644,-152,-98.303
3859.0,-22.2518,9.88644,-141,-99.2838
3860.0,-21.7518,9.88644,-140,-98.1846
3861.0,-21.2518,9.88644,-142,-98.3779
3862.0,-20.7518,9.88644,-138,-97.2979
3863.0,-20.2518,9.88644,-138,-97.4501
3864.0,-19.7518,9.88644,-141,-97.3471
3865.0,-19.2518,9.88644,-141,-97.3158
3866.0,-18.7518,9.88644,-130,-100.82
3867.0,-18.2518,9.88644,-131,-97.5506
3868.0,-17.7518,9.88644,-132,-97.684
3869.0,-17.2518,9.88644,-131,-96.1599
3870.0,-16.7518,9.88644,-129,-94.989
3871.0,-16.2518,9.88644,-131,-94.8869
3872.0,-15.7518,9.88644,-134,-94.3296
3873.0,-15.2518,9.88644,-138,-94.4847
3874.0,-14.7518,9.88644,-132,-73.6004
3875.0,-14.2518,9.88644,-135,-76.2601
3876.0,-13.7518,9.88644,-133,-76.888
3877.0,-13.2518,9.88644,-135,-78.195
3878.0,-12.7518,9.88644,-135,-80.0204
3879.0,-12.2518,9.88644,-139,-78.4466
3880.0,-11.7518,9.88644,-144,-79.6264
3881.0,-11.2518,9.88644,-146,-77.1375
3882.0,-10.7518,9.88644,-147,-73.7937
3883.0,-10.2518,9.88644,-149,-73.9215
3884.0,-9.75181,9.88644,-149,-71.2072
3885.0,-9.25181,9.88644,-157,-71.9749
3886.0,-8.75181,9.88644,-143,-71.0517
3887.0,-8.25181,9.88644,-157,-72.6768
3888.0,-7.75181,9.88644,-155,-72.4477
3889.0,-7.25181,9.88644,-162,-72.1053
3890.0,-6.75181,9.88644,-161,-72.2559
3891.0,-6.25181,9.88644,-162,-71.8851
3892.0,-5.75181,9.88644,-7,-71.0682
3893.0,-5.25181,9.88644,1,-70.1948
3894.0,-4.75181,9.88644,-6,-68.3711
3895.0,-4.25181,9.88644,-158,-67.141
3896.0,-3.75181,9.88644,-8,-65.8564
3897.0,-3.25181,9.88644,8,-64.39
3898.0,-2.75181,9.88644,-7,-62.9124
3899.0,-2.25181,9.88644,-6,-61.0699
3900.0,-1.75181,9.88644,2,-58.5612
3901.0,-1.25181,9.88644,-5,-55.1679
3902.0,-0.751808,9.88644,-163,-48.9681
3903.0,-0.251808,9.88644,9,-37.7146
3904.0,0.248192,9.88644,-170,-50.6542
3905.0,0.748192,9.88644,0,-56.3093
3906.0,1.24819,9.88644,-8,-59.6556
3907.0,1.74819,9.88644,-6,-62.0036
3908.0,2.24819,9.88644,6,-63.722
3909.0,2.74819,9.88644,7,-65.1148
3910.0,3.24819,9.88644,3,-66.4087
3911.0,3.74819,9.88644,-8,-67.5037
3912.0,4.24819,9.88644,-4,-68.3042
3913.0,4.74819,9.88644,12,-69.0294
3914.0,5.24819,9.88644,8,-69.7339
3915.0,5.74819,9.88644,5,-70.5179
3916.0,6.24819,9.88644,20,-71.144
3917.0,6.74819,9.88644,8,-71.4028
3918.0,7.24819,9.88644,12,-71.9449
3919.0,7.74819,9.88644,12,-72.6623
3920.0,8.24819,9.88644,26,-73.0028
3921.0,8.74819,9.88644,31,-72.4507
3922.0,9.24819,9.88644,23,-72.2086
